applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Female,112500,Working,Secondary / Secondary Special,Single / Not Married,Unknown,40,7,0,8,1
Male,157500,Commercial Associate,Secondary / Secondary Special,Unknown,Laborers,43,8,0,18,1
Female,270000,State Servant,Higher Education,Unknown,Accountants,32,7,0,18,1
Female,166500,Working,Higher Education,Unknown,Core Staff,59,7,0,18,1
Female,675000,Commercial Associate,Higher Education,Married,Unknown,40,7,0,21,1
Unknown,103500,Unknown,Secondary / Secondary Special,Unknown,Managers,40,36,0,14,1
Unknown,225000,Unknown,Unknown,Single / Not Married,Unknown,29,7,0,18,1
Female,315000,Unknown,Higher Education,Married,Unknown,38,7,0,21,1
Female,180000,Unknown,Unknown,Unknown,Unknown,40,7,2,18,1
Male,247500,Working,Unknown,Unknown,Core Staff,44,11,0,52,1
Unknown,157500,Working,Secondary / Secondary Special,Civil Marriage,Drivers,37,2,0,18,1
Female,202500,Working,Secondary / Secondary Special,Widow,Unknown,40,7,0,19,1
Unknown,270000,Commercial Associate,Higher Education,Unknown,Accountants,49,2,0,4,1
Unknown,202500,Working,Secondary / Secondary Special,Married,Laborers,44,7,0,61,1
Female,94500,Working,Secondary / Secondary Special,Married,Unknown,40,19,0,18,1
Female,256500,Unknown,Higher Education,Married,Hr Staff,31,8,0,8,1
Unknown,225000,Unknown,Unknown,Married,Drivers,40,7,0,45,1
Unknown,90000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,2,0,50,1
Male,202500,Working,Secondary / Secondary Special,Married,Unknown,33,10,0,1,1
Female,202500,Unknown,Secondary / Secondary Special,Unknown,Unknown,44,16,0,18,1
Unknown,225000,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Unknown,41,10,0,18,1
Female,112500,Working,Secondary / Secondary Special,Married,Unknown,40,7,1,21,1
Unknown,135000,Working,Secondary / Secondary Special,Married,Unknown,44,7,0,4,1
Male,180000,Working,Lower Secondary,Single / Not Married,Unknown,33,7,2,33,1
Unknown,225000,Unknown,Unknown,Unknown,High Skill Tech Staff,35,7,6,33,1
Female,207000,Working,Unknown,Married,Core Staff,40,19,6,47,1
Unknown,144000,Commercial Associate,Higher Education,Married,Unknown,53,7,0,18,1
Female,234000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,30,7,0,18,1
Female,112500,Unknown,Unknown,Unknown,Core Staff,35,4,0,18,1
Male,202500,Unknown,Unknown,Unknown,Cleaning Staff,40,10,0,32,1
Male,157500,Commercial Associate,Higher Education,Unknown,Unknown,26,1,0,7,1
Male,225000,Unknown,Unknown,Single / Not Married,Unknown,40,2,0,18,1
Unknown,270000,Unknown,Higher Education,Unknown,Managers,48,2,0,4,1
Female,135000,Working,Unknown,Unknown,Medicine Staff,29,7,0,15,1
Female,292500,Working,Incomplete Higher,Married,Sales Staff,40,12,0,19,1
Male,216000,Commercial Associate,Higher Education,Separated,Unknown,40,7,0,8,1
Unknown,81000,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,33,8,3,18,1
Female,135000,Working,Secondary / Secondary Special,Civil Marriage,Managers,45,27,0,18,1
Male,135000,Working,Secondary / Secondary Special,Unknown,Drivers,47,7,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Married,Managers,40,9,0,24,1
Female,225000,Unknown,Unknown,Married,Laborers,51,7,0,42,1
Unknown,135000,Working,Unknown,Married,Unknown,32,7,0,18,1
Female,112500,Working,Secondary / Secondary Special,Married,Sales Staff,36,1,0,18,1
Male,112500,Working,Unknown,Unknown,Laborers,44,4,0,18,1
Unknown,180000,Unknown,Unknown,Unknown,Unknown,29,8,0,18,1
Male,90000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,1,0,16,1
Unknown,144000,Working,Unknown,Unknown,Unknown,41,2,0,61,1
Female,202500,Working,Secondary / Secondary Special,Married,Unknown,40,23,0,56,1
Unknown,225000,Unknown,Unknown,Unknown,Accountants,42,7,0,12,1
Unknown,67500,State Servant,Unknown,Married,Unknown,40,7,0,18,1
Female,112500,Unknown,Unknown,Married,Cooking Staff,42,7,0,4,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Unknown,Managers,53,7,0,3,1
Unknown,180000,Commercial Associate,Unknown,Married,Unknown,65,17,0,18,1
Unknown,112500,Unknown,Secondary / Secondary Special,Married,Laborers,40,7,0,18,1
Unknown,157500,Working,Secondary / Secondary Special,Married,Unknown,40,41,0,32,1
Unknown,360000,Unknown,Unknown,Unknown,Drivers,48,9,1,23,1
Unknown,315000,Commercial Associate,Incomplete Higher,Unknown,Unknown,31,2,0,18,1
Unknown,90000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,6,0,17,1
Male,220500,Unknown,Secondary / Secondary Special,Unknown,Unknown,54,3,0,18,1
Female,157500,Commercial Associate,Higher Education,Unknown,Accountants,40,7,0,18,1
Unknown,225000,Unknown,Secondary / Secondary Special,Unknown,Laborers,35,5,0,15,1
Unknown,180000,Unknown,Unknown,Married,Core Staff,40,7,0,18,1
Unknown,112500,Unknown,Unknown,Married,Laborers,36,7,0,38,1
Unknown,157500,Working,Secondary / Secondary Special,Unknown,Sales Staff,40,4,0,37,1
Unknown,270000,Unknown,Unknown,Married,Unknown,38,8,0,18,1
Female,202500,Unknown,Unknown,Married,Managers,49,16,0,6,1
Female,180000,Unknown,Higher Education,Widow,Secretaries,40,6,0,50,1
Unknown,90000,Unknown,Secondary / Secondary Special,Married,Drivers,42,4,0,17,1
Unknown,135000,Working,Secondary / Secondary Special,Married,Laborers,40,9,0,18,1
Unknown,157500,Unknown,Unknown,Married,Unknown,40,10,0,3,1
Unknown,351000,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,48,7,0,18,1
Female,135000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,7,0,2,1
Female,76500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,7,0,7,1
Female,90000,Working,Secondary / Secondary Special,Unknown,Laborers,53,2,0,18,1
Male,81000,Unknown,Secondary / Secondary Special,Married,Laborers,40,7,3,8,1
Unknown,427500,Working,Secondary / Secondary Special,Unknown,Managers,40,5,0,31,1
Male,81000,Unknown,Unknown,Single / Not Married,Laborers,28,6,0,18,1
Unknown,270000,Commercial Associate,Higher Education,Unknown,Private Service Staff,40,9,0,18,1
Female,180000,Unknown,Secondary / Secondary Special,Married,Laborers,45,17,0,18,1
Female,121500,Unknown,Higher Education,Unknown,Unknown,33,7,0,18,1
Male,292500,Unknown,Secondary / Secondary Special,Married,Drivers,40,2,0,16,1
Unknown,157500,Working,Higher Education,Single / Not Married,Laborers,61,30,0,18,1
Female,157500,Unknown,Unknown,Unknown,Managers,53,9,0,20,1
Female,112500,Unknown,Unknown,Unknown,Unknown,52,13,0,18,1
Unknown,135000,Unknown,Unknown,Married,Unknown,30,6,0,2,1
Female,72000,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,40,5,0,15,1
Female,180000,Unknown,Higher Education,Married,Core Staff,40,10,0,18,1
Male,225000,Unknown,Unknown,Married,Drivers,38,4,0,18,1
Male,225000,Commercial Associate,Unknown,Unknown,Sales Staff,34,11,0,18,1
Unknown,270000,Working,Secondary / Secondary Special,Single / Not Married,Unknown,46,27,0,45,1
Male,180000,Unknown,Lower Secondary,Married,Laborers,40,7,0,23,1
Male,202500,Working,Secondary / Secondary Special,Married,Core Staff,40,5,0,9,1
Unknown,108000,Working,Unknown,Unknown,Core Staff,40,17,0,7,1
Unknown,157500,Working,Unknown,Married,Drivers,30,3,0,34,1
Unknown,90000,Unknown,Secondary / Secondary Special,Married,Core Staff,48,4,0,18,1
Female,157500,Working,Incomplete Higher,Unknown,Managers,34,3,0,25,1
Female,63000,Unknown,Secondary / Secondary Special,Civil Marriage,Unknown,40,7,0,18,1
Female,225000,Unknown,Unknown,Single / Not Married,Unknown,40,7,0,13,1
Female,157500,Working,Secondary / Secondary Special,Single / Not Married,Secretaries,40,4,0,18,1
Unknown,270000,State Servant,Unknown,Unknown,Medicine Staff,40,7,0,18,1
Female,157500,Unknown,Unknown,Unknown,Unknown,40,6,0,31,1
Female,157500,Unknown,Unknown,Married,Drivers,40,7,0,10,1
Unknown,135000,Working,Secondary / Secondary Special,Married,Unknown,40,23,0,18,1
Male,135000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Sales Staff,22,2,0,1,1
Unknown,112500,Working,Unknown,Unknown,Sales Staff,33,5,3,33,1
Unknown,90000,Unknown,Unknown,Unknown,Unknown,44,7,0,31,1
Male,267750,Working,Higher Education,Married,Laborers,40,7,0,18,1
Female,135000,State Servant,Secondary / Secondary Special,Unknown,Unknown,58,7,0,5,1
Male,157500,Unknown,Secondary / Secondary Special,Married,Drivers,40,7,0,27,1
Unknown,270000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,17,0,28,1
Male,279000,Unknown,Secondary / Secondary Special,Unknown,Unknown,51,2,0,18,1
Unknown,337500,Working,Unknown,Unknown,Managers,37,15,0,19,1
Unknown,135000,Unknown,Unknown,Married,Unknown,38,7,0,18,1
Male,360000,Unknown,Unknown,Married,Unknown,40,7,0,12,1
Male,292500,Unknown,Secondary / Secondary Special,Married,High Skill Tech Staff,40,7,0,8,1
Female,202500,Unknown,Unknown,Unknown,Unknown,36,3,0,4,1
Unknown,103500,Working,Secondary / Secondary Special,Unknown,Sales Staff,33,7,0,18,1
Female,90000,Working,Unknown,Separated,Unknown,32,2,0,23,1
Female,103500,Commercial Associate,Higher Education,Married,High Skill Tech Staff,36,7,0,59,1
Unknown,247500,Commercial Associate,Unknown,Married,It Staff,29,7,0,18,1
Female,225000,Unknown,Unknown,Unknown,High Skill Tech Staff,34,7,0,10,1
Unknown,270000,Unknown,Secondary / Secondary Special,Married,Managers,40,7,0,22,1
Unknown,90000,State Servant,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Female,112500,Working,Higher Education,Married,Core Staff,40,3,0,27,1
Female,180000,Unknown,Secondary / Secondary Special,Married,Laborers,29,7,0,18,1
Female,103500,Commercial Associate,Unknown,Unknown,Laborers,51,2,0,18,1
Male,135000,Working,Higher Education,Married,Unknown,35,5,0,17,1
Unknown,99000,Unknown,Secondary / Secondary Special,Civil Marriage,Unknown,61,15,0,18,1
Unknown,382500,Unknown,Unknown,Unknown,Laborers,29,7,0,4,1
Female,157500,Unknown,Secondary / Secondary Special,Unknown,Drivers,50,7,0,9,1
Female,180000,State Servant,Secondary / Secondary Special,Unknown,Core Staff,40,13,0,46,1
Female,90000,Unknown,Secondary / Secondary Special,Married,Laborers,40,11,0,18,1
Unknown,90000,Unknown,Higher Education,Separated,Core Staff,51,25,0,18,1
Male,225000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Managers,48,7,0,18,1
Unknown,247500,Unknown,Incomplete Higher,Married,Unknown,40,1,0,3,1
Unknown,405000,Unknown,Secondary / Secondary Special,Married,Unknown,35,4,0,29,1
Unknown,153000,State Servant,Secondary / Secondary Special,Unknown,Drivers,52,5,0,36,1
Female,90000,Working,Higher Education,Unknown,Core Staff,40,5,0,5,1
Unknown,189000,Working,Secondary / Secondary Special,Married,Unknown,44,6,0,18,1
Female,157500,Unknown,Unknown,Unknown,Core Staff,29,7,0,18,1
Female,306000,State Servant,Higher Education,Unknown,Unknown,35,16,0,24,1
Unknown,157500,Unknown,Incomplete Higher,Married,Managers,34,3,0,11,1
Female,180000,Commercial Associate,Unknown,Unknown,Unknown,57,7,0,2,1
Female,337500,Commercial Associate,Unknown,Unknown,Accountants,40,2,0,20,1
Unknown,126000,Working,Secondary / Secondary Special,Separated,Unknown,47,5,0,18,1
Female,360000,Working,Secondary / Secondary Special,Unknown,High Skill Tech Staff,40,3,0,17,1
Female,112500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Sales Staff,40,7,0,3,1
Unknown,337500,Commercial Associate,Higher Education,Unknown,Accountants,40,2,0,41,1
Unknown,135000,Working,Higher Education,Single / Not Married,Cooking Staff,40,1,0,55,1
Female,81000,Working,Secondary / Secondary Special,Married,Sales Staff,45,7,0,24,1
Unknown,135000,Unknown,Unknown,Unknown,Laborers,40,7,0,18,1
Unknown,180000,Working,Secondary / Secondary Special,Married,Cleaning Staff,52,7,0,18,1
Male,112500,Working,Unknown,Married,Laborers,40,11,0,32,1
Female,144000,Working,Secondary / Secondary Special,Married,Unknown,48,3,0,22,1
Female,180000,Unknown,Secondary / Secondary Special,Married,Sales Staff,38,2,0,7,1
Female,225000,Unknown,Higher Education,Single / Not Married,Unknown,39,9,0,38,1
Unknown,67500,Unknown,Unknown,Married,Unknown,25,7,6,18,1
Female,162000,Unknown,Unknown,Unknown,Unknown,40,7,0,8,1
Female,112500,Working,Unknown,Unknown,Unknown,48,7,0,24,1
Female,157500,Commercial Associate,Higher Education,Unknown,Accountants,40,7,0,18,1
Unknown,315000,Working,Unknown,Married,Unknown,47,4,0,18,1
Male,135000,Working,Unknown,Unknown,Low-Skill Laborers,40,7,0,34,1
Unknown,247500,Working,Unknown,Unknown,Laborers,30,7,0,37,1
Male,225000,Commercial Associate,Unknown,Married,Unknown,41,7,0,31,1
Unknown,162000,Commercial Associate,Unknown,Unknown,Core Staff,40,12,0,23,1
Unknown,202500,Unknown,Unknown,Civil Marriage,Unknown,38,5,0,4,1
Unknown,225000,Working,Unknown,Married,Security Staff,41,5,0,4,1
Female,202500,Working,Unknown,Married,Unknown,40,7,0,6,1
Male,135000,Unknown,Secondary / Secondary Special,Single / Not Married,Unknown,48,7,0,18,1
Female,225000,Unknown,Higher Education,Unknown,High Skill Tech Staff,39,5,0,18,1
Female,180000,Unknown,Unknown,Civil Marriage,Medicine Staff,29,6,0,20,1
Female,99000,Working,Higher Education,Unknown,Core Staff,40,7,0,4,1
Unknown,360000,Unknown,Higher Education,Widow,Unknown,46,7,0,18,1
Male,135000,Working,Higher Education,Married,Managers,40,7,0,18,1
Unknown,135000,Unknown,Unknown,Married,Unknown,40,6,0,2,1
Unknown,90000,Unknown,Secondary / Secondary Special,Married,Unknown,40,4,0,18,1
Unknown,202500,Working,Unknown,Unknown,Unknown,30,7,0,22,1
Female,270000,Working,Secondary / Secondary Special,Civil Marriage,Sales Staff,40,5,0,14,1
Unknown,135000,Unknown,Unknown,Unknown,Sales Staff,41,7,0,18,1
Female,135000,Working,Unknown,Unknown,Unknown,40,7,0,8,1
Unknown,90000,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Male,202500,Unknown,Unknown,Unknown,Managers,51,7,0,44,1
Unknown,76500,Unknown,Unknown,Married,Laborers,45,6,0,29,1
Unknown,247500,Unknown,Unknown,Single / Not Married,Unknown,33,6,0,12,1
Unknown,360000,Unknown,Secondary / Secondary Special,Married,Managers,46,7,0,18,1
Unknown,202500,Working,Unknown,Married,Core Staff,40,7,0,18,1
Unknown,270000,State Servant,Secondary / Secondary Special,Separated,Unknown,54,34,0,27,1
Unknown,166500,Commercial Associate,Unknown,Unknown,Unknown,40,8,0,6,1
Female,292500,Unknown,Unknown,Civil Marriage,Laborers,52,7,0,18,1
Female,202500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Male,360000,Working,Higher Education,Married,Unknown,55,7,0,7,1
Male,616500,Commercial Associate,Higher Education,Married,Managers,37,12,0,7,1
Female,112500,Working,Unknown,Married,Unknown,51,7,0,18,1
Male,225000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,7,0,18,1
Unknown,90000,Working,Unknown,Civil Marriage,Laborers,36,1,0,50,1
Unknown,292500,Unknown,Secondary / Secondary Special,Single / Not Married,Realty Agents,37,7,0,12,1
Unknown,180000,Unknown,Unknown,Civil Marriage,Drivers,41,2,0,18,1
Unknown,180000,Working,Higher Education,Unknown,Unknown,44,5,0,18,1
Unknown,157500,Unknown,Unknown,Married,Unknown,40,4,0,12,1
Unknown,157500,State Servant,Unknown,Single / Not Married,Unknown,40,4,0,18,1
Unknown,135000,State Servant,Unknown,Single / Not Married,High Skill Tech Staff,40,7,0,9,1
Unknown,202500,Unknown,Unknown,Unknown,Unknown,40,7,0,7,1
Unknown,225000,Unknown,Secondary / Secondary Special,Married,Drivers,40,7,0,49,1
Unknown,105750,Working,Secondary / Secondary Special,Unknown,Cleaning Staff,35,4,0,18,1
Unknown,225000,Unknown,Unknown,Unknown,Low-Skill Laborers,37,7,1,18,1
Male,103500,Working,Unknown,Unknown,Unknown,54,7,0,18,1
Unknown,171000,Working,Secondary / Secondary Special,Married,Unknown,38,16,1,47,1
Male,427500,Working,Higher Education,Married,Unknown,46,5,0,25,1
Female,180000,Commercial Associate,Incomplete Higher,Unknown,Unknown,50,14,0,18,1
Unknown,162000,Unknown,Higher Education,Unknown,Managers,40,5,0,18,1
Female,225000,Working,Unknown,Unknown,Unknown,50,7,0,20,1
Unknown,292500,Commercial Associate,Secondary / Secondary Special,Married,Laborers,37,4,0,18,1
Unknown,112500,State Servant,Unknown,Married,Unknown,58,7,0,59,1
Female,135000,State Servant,Secondary / Secondary Special,Unknown,Unknown,40,17,0,25,1
Male,135000,Unknown,Secondary / Secondary Special,Unknown,Drivers,40,2,0,18,1
Unknown,121500,Unknown,Unknown,Married,Core Staff,40,1,0,17,1
Male,180000,Working,Secondary / Secondary Special,Married,Unknown,44,4,0,34,1
Female,171000,Unknown,Unknown,Unknown,Managers,40,7,0,18,1
Female,112500,Unknown,Unknown,Married,Accountants,40,7,0,17,1
Unknown,90000,Working,Secondary / Secondary Special,Civil Marriage,Laborers,40,7,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Separated,Cooking Staff,40,14,0,37,1
Unknown,135000,Working,Secondary / Secondary Special,Unknown,Laborers,45,7,0,6,1
Unknown,135000,Working,Unknown,Married,Waiters/Barmen Staff,40,3,0,7,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Unknown,Private Service Staff,35,5,0,28,1
Unknown,139500,State Servant,Unknown,Unknown,Unknown,40,24,0,11,1
Male,139500,Working,Secondary / Secondary Special,Unknown,Drivers,51,23,0,4,1
Unknown,135000,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Male,135000,Unknown,Unknown,Married,Laborers,26,4,0,11,1
Unknown,157500,Unknown,Unknown,Married,Accountants,40,7,1,11,1
Female,180000,Commercial Associate,Unknown,Unknown,Unknown,57,2,0,18,1
Female,135000,Unknown,Unknown,Married,Cooking Staff,40,3,0,18,1
Female,202500,Working,Unknown,Unknown,Unknown,32,13,0,18,1
Unknown,153000,Unknown,Unknown,Single / Not Married,Laborers,40,4,1,18,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Unknown,40,21,0,18,1
Female,72000,Working,Unknown,Married,Medicine Staff,42,7,23,17,0
Unknown,135000,Working,Secondary / Secondary Special,Unknown,Unknown,52,20,0,46,1
Female,135000,Working,Secondary / Secondary Special,Single / Not Married,Cleaning Staff,55,7,0,8,1
Female,247500,Working,Unknown,Unknown,Sales Staff,42,7,0,12,1
Unknown,180000,Working,Lower Secondary,Married,Unknown,40,7,0,5,1
Male,180000,Working,Secondary / Secondary Special,Married,Unknown,40,5,0,18,1
Male,292500,Unknown,Secondary / Secondary Special,Separated,Laborers,35,7,0,15,1
Male,585000,Unknown,Secondary / Secondary Special,Unknown,Drivers,46,7,0,43,1
Male,135000,Working,Unknown,Married,Drivers,49,2,0,18,1
Unknown,135000,Working,Higher Education,Married,Sales Staff,32,6,0,26,1
Female,247500,Working,Unknown,Unknown,Laborers,40,7,0,18,1
Unknown,247500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,13,0,18,1
Female,126000,Unknown,Unknown,Single / Not Married,Unknown,23,2,0,2,1
Female,256500,Commercial Associate,Higher Education,Married,Hr Staff,31,8,0,8,1
Male,180000,Working,Unknown,Civil Marriage,Laborers,40,7,1,18,1
Female,238500,Unknown,Secondary / Secondary Special,Unknown,Core Staff,47,7,0,18,1
Male,216000,Commercial Associate,Unknown,Unknown,Unknown,30,7,0,47,1
Female,135000,Working,Secondary / Secondary Special,Married,Unknown,44,7,0,18,1
Female,157500,Working,Unknown,Unknown,Sales Staff,40,8,0,18,1
Female,135000,Unknown,Secondary / Secondary Special,Married,Unknown,58,7,0,45,1
