applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Male,112500,Working,Higher Education,Married,Accountants,,,1,,1
Female,360000,Working,Higher Education,,,52,24,,41,1
Male,168750,,,,,44,5,1,4,1
,202500,Working,,Married,,,8,,19,1
Female,157500,State Servant,Higher Education,,Managers,61,21,,,1
Female,315000,Commercial Associate,Secondary / Secondary Special,Married,,43,,,,1
Female,90000,Working,Higher Education,,Laborers,,,,15,1
Female,135000,,,Single / Not Married,Accountants,28,,0,2,1
Female,184500,Working,Higher Education,Separated,Core Staff,,13,,58,1
,,,,Married,,,4,0,7,1
Male,315000,Working,,Married,Laborers,39,6,0,,1
,135000,Working,,Married,Laborers,,5,,,1
,,Working,,Single / Not Married,,,2,,13,1
Male,,Working,,Single / Not Married,,,,,,1
Female,247500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,45,,0,,1
Female,90000,,Secondary / Secondary Special,Married,Cooking Staff,,,0,26,1
,292500,Working,,,Laborers,,5,0,6,1
Male,,Working,,,Laborers,56,3,0,32,1
Female,135000,,,Married,Managers,29,8,0,46,1
,135000,Working,Secondary / Secondary Special,Widow,,,3,,,1
,90000,,Higher Education,Single / Not Married,Drivers,26,5,0,26,1
Female,,Working,Secondary / Secondary Special,Married,,46,,,8,1
Female,,Working,,Married,Hr Staff,38,,0,54,1
,,Commercial Associate,Secondary / Secondary Special,,,,,0,,1
Female,135000,Working,Secondary / Secondary Special,Married,Core Staff,53,35,,19,1
Male,900000,,Higher Education,,,,7,0,21,1
,,Commercial Associate,Secondary / Secondary Special,Married,,,,0,11,1
Male,207000,,,Single / Not Married,,,,,50,1
Male,,Working,Secondary / Secondary Special,Separated,Drivers,,7,,,1
,,,,Civil Marriage,Cooking Staff,47,3,,,1
Female,,Working,Secondary / Secondary Special,,Medicine Staff,45,5,4,33,1
,,,,Single / Not Married,High Skill Tech Staff,,,2,,1
Female,450000,,,,Core Staff,,3,0,,1
,,,Secondary / Secondary Special,Married,Managers,37,,,16,1
Female,,Working,Higher Education,Married,,,,,8,1
Female,,,,Married,Drivers,,,0,,1
,180000,Working,Secondary / Secondary Special,Married,Laborers,,16,0,,1
,180000,Working,,Married,,52,3,0,4,1
Female,,,,Separated,,48,,,18,1
Male,234000,Working,Secondary / Secondary Special,Married,High Skill Tech Staff,,,0,34,1
Female,,,Secondary / Secondary Special,,,40,4,,30,1
Male,360000,Commercial Associate,,,Managers,,,,,1
,225000,Commercial Associate,,Civil Marriage,Sales Staff,54,,,,1
,81000,Working,,Married,Cleaning Staff,65,,,,1
,,,,Married,,48,7,0,40,1
Male,315000,Working,,,Drivers,49,,,20,1
Male,,,Higher Education,Married,Sales Staff,43,1,,,1
,225000,,Secondary / Secondary Special,,,,6,0,5,1
,225000,State Servant,Higher Education,Married,,,,,,1
,360000,,Higher Education,Married,,,,,14,1
,315000,Working,,,,33,6,,,1
,225000,Working,,Single / Not Married,Laborers,,11,,,1
,,Working,,,Managers,,21,0,,1
,144000,,Secondary / Secondary Special,,Sales Staff,46,28,0,,1
,,Working,Secondary / Secondary Special,Married,,61,6,,7,1
Female,,Working,,Single / Not Married,,,14,0,,1
Male,,Working,,Married,,43,,,41,1
Female,121500,,,Married,,,,0,5,1
Male,,,Higher Education,,Laborers,26,,0,,1
Male,,,Incomplete Higher,Civil Marriage,Laborers,,5,,,1
,,Working,Higher Education,,,58,14,0,,1
Female,112500,Working,Secondary / Secondary Special,,Sales Staff,,4,0,,1
Male,,,Secondary / Secondary Special,,Laborers,,7,0,,1
Female,,State Servant,Secondary / Secondary Special,Married,,41,,0,6,1
Female,135000,Working,,,Laborers,44,10,0,,1
Male,,,,Married,,31,5,0,9,1
Female,,State Servant,Secondary / Secondary Special,,,51,11,1,24,1
Male,,,Secondary / Secondary Special,Married,,,19,0,32,1
Female,,,,,,,28,0,46,1
,270000,Commercial Associate,,,,,16,0,,1
Female,67500,Commercial Associate,Higher Education,,,31,,,42,1
,225000,Working,Higher Education,,,,,0,,1
Male,,Working,Secondary / Secondary Special,,,30,2,0,,1
Male,216000,,Higher Education,Married,,53,,1,18,1
,,Working,Secondary / Secondary Special,Married,Laborers,,,,46,1
Male,,Working,,,,42,5,1,16,1
,103500,,,,,62,,0,,1
Female,90000,,,Married,Laborers,,,0,,1
Female,360000,Working,Incomplete Higher,Married,,35,,2,41,1
Female,,,Secondary / Secondary Special,Civil Marriage,,32,10,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,,30,2,,,1
Female,202500,State Servant,,Married,,,,,21,1
,90000,Commercial Associate,,,,51,4,,,1
,112500,,Secondary / Secondary Special,,,36,,0,13,1
,270000,Working,,Married,Realty Agents,,8,0,2,1
Female,148500,Working,Higher Education,Married,Core Staff,49,3,1,,1
Female,157500,Working,,Married,,42,,0,46,1
Female,234000,Working,Secondary / Secondary Special,Civil Marriage,Cleaning Staff,41,3,0,21,1
Female,112500,,Incomplete Higher,,,30,10,0,31,1
Female,62654,,,Separated,Sales Staff,54,,0,7,1
,121500,,Secondary / Secondary Special,,Laborers,38,1,0,1,1
Female,315000,Commercial Associate,Higher Education,Married,Sales Staff,45,1,0,,1
Male,222750,Working,,,,47,,,54,1
Female,90000,Working,,,Laborers,32,,,,1
Female,247500,,Secondary / Secondary Special,Married,,50,7,0,,1
,,,Secondary / Secondary Special,,,37,16,0,21,1
Male,,,Secondary / Secondary Special,,Drivers,34,1,0,,1
Male,900000,,,Married,,28,,0,11,1
Male,103500,,Secondary / Secondary Special,,Managers,34,13,0,,1
Male,247500,Working,,,Drivers,50,4,0,48,1
,,Working,Incomplete Higher,,Sales Staff,30,6,0,,1
Female,252000,,,Widow,Managers,46,23,0,33,1
Female,121500,Working,Secondary / Secondary Special,,Laborers,,1,0,18,1
,,Working,,,Core Staff,38,6,,13,1
,,Commercial Associate,Secondary / Secondary Special,Married,Drivers,49,6,0,29,1
,135000,State Servant,,Married,,43,,0,4,1
Male,517500,Commercial Associate,Higher Education,Single / Not Married,Core Staff,30,,0,20,1
,,Working,,Married,Managers,38,,0,24,1
Female,,Working,,,Sales Staff,,11,0,48,1
,157500,,Secondary / Secondary Special,Married,Sales Staff,30,,,,1
,,Working,Secondary / Secondary Special,Married,,,,,,1
,270000,,Secondary / Secondary Special,Civil Marriage,Drivers,47,4,,13,1
Male,180000,Working,Secondary / Secondary Special,Single / Not Married,Laborers,41,5,0,,1
,67500,Working,Secondary / Secondary Special,,,,,,3,1
,270000,Working,Secondary / Secondary Special,,,34,,0,35,1
,103500,Working,Secondary / Secondary Special,Married,Laborers,56,,,,1
Male,405000,,Higher Education,Married,Managers,32,,,,1
Male,,Commercial Associate,Secondary / Secondary Special,,Laborers,,22,,51,1
Male,157500,Commercial Associate,Higher Education,Separated,,,4,1,13,1
,112500,Working,,Married,High Skill Tech Staff,51,,,18,1
Female,,Commercial Associate,Higher Education,Single / Not Married,Core Staff,42,20,0,,1
Female,247500,,Secondary / Secondary Special,Civil Marriage,Laborers,,1,,,1
,216000,Commercial Associate,Higher Education,,Laborers,,6,,5,1
Male,,Working,Secondary / Secondary Special,Married,High Skill Tech Staff,40,7,0,12,1
,,Working,Secondary / Secondary Special,Married,,52,24,,47,1
,,Working,Secondary / Secondary Special,,Managers,34,,,,1
Female,,Working,,,Sales Staff,,,0,2,1
,,Working,,Married,Drivers,51,7,,13,1
Male,180000,Working,,Single / Not Married,,,2,,49,1
Female,,,,,Accountants,,11,0,46,1
Female,,,,Widow,Cooking Staff,49,5,0,9,1
,,Working,Secondary / Secondary Special,,,,6,,,1
Female,,State Servant,,Single / Not Married,Core Staff,57,36,,46,1
Female,180000,Commercial Associate,Secondary / Secondary Special,Married,Managers,23,,,4,1
,,Working,Higher Education,Married,,,1,0,6,1
,450000,,Higher Education,Single / Not Married,,56,9,,23,1
Male,337500,,,,Core Staff,32,10,,6,1
,,Commercial Associate,Secondary / Secondary Special,Married,,53,10,,28,1
Female,180000,Working,,Married,Laborers,29,,,2,1
,247500,,Secondary / Secondary Special,Married,Drivers,,5,0,23,1
Male,,,Higher Education,Separated,Laborers,30,4,,12,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,28,,,,1
,157500,,,Married,Core Staff,39,,0,22,1
Female,207000,Working,Secondary / Secondary Special,Single / Not Married,Cooking Staff,,7,0,43,1
Female,,Working,Secondary / Secondary Special,,Cooking Staff,52,,0,,1
Female,157500,,,,Managers,,,,7,1
Female,112500,Working,Secondary / Secondary Special,Single / Not Married,,,,0,8,1
Male,157500,Commercial Associate,Secondary / Secondary Special,,Laborers,43,8,0,,1
Female,,Working,Secondary / Secondary Special,Civil Marriage,Core Staff,,3,,,1
,,Commercial Associate,Secondary / Secondary Special,,,44,,0,,1
Female,,,,,,,7,0,,1
Female,270000,State Servant,Higher Education,,Accountants,32,7,0,,1
,,Commercial Associate,Secondary / Secondary Special,Married,High Skill Tech Staff,,7,0,20,1
Female,166500,Working,Higher Education,,Core Staff,59,,0,,1
Female,675000,Commercial Associate,Higher Education,Married,,,,,21,1
,103500,,Secondary / Secondary Special,,Managers,,36,0,14,1
,225000,,,Single / Not Married,,29,,0,,1
Female,315000,,Higher Education,Married,,38,,,21,1
Male,,,Secondary / Secondary Special,Married,Laborers,38,,0,,1
Female,180000,,,,,,,2,,1
Male,247500,Working,,,Core Staff,44,11,0,52,1
,157500,Working,Secondary / Secondary Special,Civil Marriage,Drivers,37,2,,,1
Female,202500,Working,Secondary / Secondary Special,Widow,,,,0,19,1
,270000,Commercial Associate,Higher Education,,Accountants,49,2,0,4,1
,202500,Working,Secondary / Secondary Special,Married,Laborers,44,,0,61,1
Female,94500,Working,Secondary / Secondary Special,Married,,,19,,,1
Female,256500,,Higher Education,Married,Hr Staff,31,8,0,8,1
Female,,,Secondary / Secondary Special,Married,,,,,3,1
Female,,Commercial Associate,Secondary / Secondary Special,,,,,,22,1
,,Working,Secondary / Secondary Special,Civil Marriage,Laborers,,4,0,22,1
,225000,,,Married,Drivers,,,0,45,1
Male,,Working,Secondary / Secondary Special,Single / Not Married,Laborers,41,5,0,,1
,90000,,Secondary / Secondary Special,,,,2,0,50,1
Male,202500,Working,Secondary / Secondary Special,Married,,33,10,,1,1
Female,,Working,Secondary / Secondary Special,,,,,,,1
Female,202500,,Secondary / Secondary Special,,,44,16,0,18,1
,,Working,Higher Education,Married,Core Staff,,,0,,1
,225000,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,41,10,0,,1
Female,112500,Working,Secondary / Secondary Special,Married,,,,1,21,1
,135000,Working,Secondary / Secondary Special,Married,,44,,,4,1
Male,180000,Working,Lower Secondary,Single / Not Married,,33,7,2,33,1
Female,,Commercial Associate,,,Sales Staff,51,11,0,36,1
Male,,Working,,,,,13,1,,1
,,Commercial Associate,Secondary / Secondary Special,Married,Core Staff,29,3,,50,1
Female,,,Higher Education,Married,,,,,49,1
,225000,,,,High Skill Tech Staff,35,,6,33,1
,,Working,Higher Education,Separated,Core Staff,37,13,0,21,1
Female,207000,Working,,Married,Core Staff,,19,6,47,1
,,Working,Secondary / Secondary Special,Married,Laborers,41,8,0,,1
,144000,Commercial Associate,Higher Education,Married,,53,7,,,1
Male,,Working,Higher Education,Married,Sales Staff,,3,,38,1
,,Working,Higher Education,Married,Accountants,32,6,,38,1
Female,234000,Commercial Associate,Secondary / Secondary Special,Married,,30,,,,1
Male,,State Servant,,,,,3,0,,1
,,Working,,,Laborers,45,5,0,14,1
Female,,,,Single / Not Married,Laborers,40,,0,27,1
Female,112500,,,,Core Staff,35,4,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Laborers,43,2,0,,1
Male,202500,,,,Cleaning Staff,,10,,32,1
Male,157500,Commercial Associate,Higher Education,,,26,1,,7,1
Male,225000,,,Single / Not Married,,,2,0,,1
,,,Higher Education,Married,Managers,42,,0,,1
,270000,,Higher Education,,Managers,48,2,0,4,1
Female,135000,Working,,,Medicine Staff,29,,,15,1
,,,,Single / Not Married,Sales Staff,28,4,,,1
Female,,Commercial Associate,Higher Education,Married,Managers,,5,0,26,1
Female,292500,Working,Incomplete Higher,Married,Sales Staff,,12,,19,1
Male,216000,Commercial Associate,Higher Education,Separated,,,,0,8,1
,81000,,Secondary / Secondary Special,,Sales Staff,33,8,3,,1
,,Working,Higher Education,,,41,5,16,,1
Female,135000,Working,Secondary / Secondary Special,Civil Marriage,Managers,45,27,0,,1
Male,135000,Working,Secondary / Secondary Special,,Drivers,47,,0,,1
Female,,,,Married,Medicine Staff,45,,0,32,1
,135000,Working,Secondary / Secondary Special,Married,Managers,,9,0,24,1
,,,,,Sales Staff,,7,,18,1
,,Working,Higher Education,Married,,45,9,,,1
Female,225000,,,Married,Laborers,51,,0,42,1
Male,,Working,,,Laborers,24,,0,,1
,135000,Working,,Married,,32,,,,1
Female,112500,Working,Secondary / Secondary Special,Married,Sales Staff,36,1,0,,1
Male,112500,Working,,,Laborers,44,4,0,,1
,,,Secondary / Secondary Special,Married,,,1,,12,1
,180000,,,,,29,8,0,,1
Male,90000,,Secondary / Secondary Special,,,,1,0,16,1
,144000,Working,,,,41,2,0,61,1
Female,202500,Working,Secondary / Secondary Special,Married,,,23,0,56,1
,225000,,,,Accountants,42,,,12,1
,67500,State Servant,,Married,,,,,,1
Female,112500,,,Married,Cooking Staff,42,,,4,1
,135000,Commercial Associate,Secondary / Secondary Special,,Managers,53,,,3,1
,,Commercial Associate,,,,,,,34,1
,,Working,,Married,Laborers,33,,0,41,1
,180000,Commercial Associate,,Married,,65,17,,,1
,,Working,Secondary / Secondary Special,Married,,,,0,,1
Female,,,,,Sales Staff,39,13,0,21,1
Male,,Commercial Associate,Secondary / Secondary Special,Single / Not Married,,,,,,1
,112500,,Secondary / Secondary Special,Married,Laborers,,,,,1
,157500,Working,Secondary / Secondary Special,Married,,,41,,32,1
,360000,,,,Drivers,48,9,1,23,1
Female,,,Secondary / Secondary Special,,,57,5,0,18,1
,315000,Commercial Associate,Incomplete Higher,,,31,2,0,,1
,,,,Married,Core Staff,41,,0,26,1
Female,,,Secondary / Secondary Special,,,45,,0,2,1
,,,,Married,,27,,0,31,1
,90000,Commercial Associate,Secondary / Secondary Special,Married,,,6,,17,1
Male,220500,,Secondary / Secondary Special,,,54,3,,,1
Female,157500,Commercial Associate,Higher Education,,Accountants,,,,,1
,225000,,Secondary / Secondary Special,,Laborers,35,5,0,15,1
,180000,,,Married,Core Staff,,,0,,1
,,Commercial Associate,Higher Education,Separated,,50,8,0,18,1
Male,,Working,Secondary / Secondary Special,Married,,48,,0,,1
Male,,,Secondary / Secondary Special,,Core Staff,,11,,12,1
,,,Higher Education,,Core Staff,34,,,15,1
,112500,,,Married,Laborers,36,,,38,1
Female,,,,Married,,38,,0,24,1
,157500,Working,Secondary / Secondary Special,,Sales Staff,,4,,37,1
,270000,,,Married,,38,8,0,,1
Female,202500,,,Married,Managers,49,16,0,6,1
Female,180000,,Higher Education,Widow,Secretaries,,6,,50,1
,,,,Married,,30,7,,,1
,90000,,Secondary / Secondary Special,Married,Drivers,42,4,0,17,1
,,,,,Cooking Staff,45,,0,4,1
Male,,,,Married,Laborers,38,4,16,27,1
,135000,Working,Secondary / Secondary Special,Married,Laborers,,9,0,,1
,157500,,,Married,,,10,,3,1
,351000,,Secondary / Secondary Special,Single / Not Married,,48,,0,,1
Female,135000,Commercial Associate,Secondary / Secondary Special,Married,,,,,2,1
,,,,Single / Not Married,,,,0,7,1
,,Working,,Married,Core Staff,,16,,,1
Female,76500,,Secondary / Secondary Special,,,,,0,7,1
Female,90000,Working,Secondary / Secondary Special,,Laborers,53,2,,,1
Female,,,,,,,11,1,,1
Male,,Working,,,,57,2,0,,1
Male,81000,,Secondary / Secondary Special,Married,Laborers,,,3,8,1
,427500,Working,Secondary / Secondary Special,,Managers,,5,0,31,1
,,,,Married,Medicine Staff,27,3,0,45,1
Male,81000,,,Single / Not Married,Laborers,28,6,,,1
,270000,Commercial Associate,Higher Education,,Private Service Staff,,9,,,1
Female,180000,,Secondary / Secondary Special,Married,Laborers,45,17,,,1
,,Working,Higher Education,Married,Managers,38,,0,,1
Female,121500,,Higher Education,,,33,,0,,1
Male,292500,,Secondary / Secondary Special,Married,Drivers,,2,0,16,1
,157500,Working,Higher Education,Single / Not Married,Laborers,61,30,0,,1
Male,,Working,,Married,Managers,29,,,,1
Male,,Working,Higher Education,Married,Sales Staff,43,,,3,1
Female,,State Servant,,Married,Medicine Staff,,,,53,1
Female,157500,,,,Managers,53,9,,20,1
Male,,Working,Secondary / Secondary Special,Married,Laborers,,5,0,,1
Female,112500,,,,,52,13,0,,1
,135000,,,Married,,30,6,0,2,1
Female,72000,,Secondary / Secondary Special,Single / Not Married,,,5,0,15,1
Male,,,Secondary / Secondary Special,,,48,5,,23,1
Female,180000,,Higher Education,Married,Core Staff,,10,0,,1
Male,225000,,,Married,Drivers,38,4,0,,1
Male,225000,Commercial Associate,,,Sales Staff,34,11,,,1
Female,,Working,,,,,5,0,17,1
,,Working,Secondary / Secondary Special,,Security Staff,41,16,0,,1
Male,,,Secondary / Secondary Special,,High Skill Tech Staff,44,,0,18,1
,270000,Working,Secondary / Secondary Special,Single / Not Married,,46,27,0,45,1
Male,,Working,Higher Education,Single / Not Married,Security Staff,41,6,0,,1
Female,,Commercial Associate,Higher Education,,Sales Staff,49,1,0,6,1
,,State Servant,Higher Education,,It Staff,,5,0,17,1
Male,180000,,Lower Secondary,Married,Laborers,,,,23,1
,,Working,Higher Education,Separated,Private Service Staff,45,1,,,1
Female,,Working,,Married,Medicine Staff,37,,,42,1
Male,,Working,Secondary / Secondary Special,Married,,60,7,,10,1
Male,202500,Working,Secondary / Secondary Special,Married,Core Staff,,5,0,9,1
Male,,,,Married,,,,0,41,1
,108000,Working,,,Core Staff,,17,0,7,1
,,Working,,,,34,,0,46,1
,157500,Working,,Married,Drivers,30,3,0,34,1
,90000,,Secondary / Secondary Special,Married,Core Staff,48,4,0,,1
Female,157500,Working,Incomplete Higher,,Managers,34,3,0,25,1
Female,63000,,Secondary / Secondary Special,Civil Marriage,,,,,,1
Female,,Working,,,Security Staff,45,5,0,,1
Female,225000,,,Single / Not Married,,,,,13,1
,,,Incomplete Higher,Single / Not Married,Laborers,24,,0,,1
Female,157500,Working,Secondary / Secondary Special,Single / Not Married,Secretaries,,4,0,,1
Female,,,Secondary / Secondary Special,Married,,,16,1,45,1
Female,,,,Married,Sales Staff,33,2,0,2,1
,,Working,,Civil Marriage,,,3,0,13,1
,270000,State Servant,,,Medicine Staff,40,7,,,1
Male,,Commercial Associate,,Married,,,2,0,3,1
Female,157500,,,,,,6,0,31,1
Female,157500,,,Married,Drivers,,,0,10,1
,135000,Working,Secondary / Secondary Special,Married,,,23,0,,1
Female,,,Higher Education,Separated,Managers,52,,0,20,1
Male,135000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Sales Staff,22,2,,1,1
Female,,Commercial Associate,Incomplete Higher,,Sales Staff,38,9,,,1
,112500,Working,,,Sales Staff,33,5,3,33,1
,90000,,,,,44,,0,31,1
Male,267750,Working,Higher Education,Married,Laborers,,,0,,1
Female,135000,State Servant,Secondary / Secondary Special,,,58,,0,5,1
Male,157500,,Secondary / Secondary Special,Married,Drivers,,,0,27,1
,270000,,Secondary / Secondary Special,,,,17,0,28,1
,,,Secondary / Secondary Special,Married,Managers,53,14,,,1
Female,,Working,,,,,,,32,1
Male,279000,,Secondary / Secondary Special,,,51,2,0,,1
,337500,Working,,,Managers,37,15,0,19,1
,135000,,,Married,,38,7,0,,1
Male,360000,,,Married,,,,0,12,1
